PMID,Abstract,Status,PMCID
37277404,"Hawking radiation is one of the quantum features of a black hole that can be understood as a quantum tunneling across the event horizon of the black hole, but it is quite difficult to directly observe the Hawking radiation of an astrophysical black hole. Here, we report a fermionic lattice-model-type realization of an analogue black hole by using a chain of 10 superconducting transmon qubits with interactions mediated by 9 transmon-type tunable couplers. The quantum walks of quasi-particle in the curved spacetime reflect the gravitational effect near the black hole, resulting in the behaviour of stimulated Hawking radiation, which is verified by the state tomography measurement of all 7 qubits outside the horizon. In addition, the dynamics of entanglement in the curved spacetime is directly measured. Our results would stimulate more interests to explore the related features of black holes using the programmable superconducting processor with tunable couplers.",valid,10241825
28484144,"The prevention of musculoskeletal disorders (MSD) is very important in the world. Governments and companies are the most interested. The objective of the present work is to review the literature on the applications of the OWAS method in the diverse sectors or fields of knowledge and countries from its publication to March 2017. The use of OWAS method has been classified by categories of knowledge, by country and by year. The search was made by selecting only the main collection of the Web of Science. This was selected by the option ""Advanced search"" using the term OWAS (ts=OWAS) for the time period of 1900 to 2017. A total of 166 results were found, consisting of conference papers and articles in scientific journals. In conclusion, the OWAS has been applied mainly in two sectors: ""Manufacturing industries"" and ""Healthcare and Social assistance activities"". This method needs to be complemented with other indirect or direct methods. Also, whenever the OWAS has been used, whether individually or together with other methods, musculoskeletal disorders risks have been detected, this perhaps being an indicator to review the evaluation parameters because overestimating the risk.",valid,5546841
32667555,"Popular Education in Health (PEH) is a field of knowledge and practices permeated by listening, dialogue, and action. With a set of national experiences and productions, it is a political-pedagogical movement that articulates forces from various social and popular segments, health workers, educators, and researchers in collective health, among other actors. Supported by authors such as Paulo Freire and Victor Valla, among others, PEH has been strengthened in the dimensions of training, participation, management, and health care. Despite the dismantling experienced today in the Brazilian public scene, the PEH Thematic Group (TG) of the Brazilian Association of Public Health (ABRASCO) has been helping to foster, design, and express the voicing of the construction and development of participatory educational and democratic processes in Brazil. This paper showcases the experiences and elaborations of the TG members through the report of the collegiate coordination center members of the last administrations, a period of changes in the political, social, economic, educational and health scenarios, including the influence of the current planetary crisis brought about by the effects of COVID-19, especially in the Brazilian society.",valid,
31287149,"Cognitive symptoms in psychiatric diseases such as schizophrenia, bipolar disorder or major depression have been widely studied and defined; however, despite the frequent subjective cognitive complaints in patients with anxiety disorders, neuropsychology of anxiety disorders has less consistent results in literature.",valid,
2976818,"We recently observed the development of necrotizing enterocolitis (NEC) in two consecutive newborn infants after gastroschisis repair. Because this association was unexpected, a retrospective review of our 11-year experience was performed using a multivariant computer analysis. The cohort consisted of 54 newborns with gastroschisis. All infants with omphalocele were excluded. Ten of 54 infants (18.5%) developed NEC as defined by classical clinical findings and pneumatosis intestinalis. Twenty-one distinct episodes of NEC occurred with up to three episodes (mean, 2.1) per patient. Twenty of the 21 episodes were successfully treated nonoperatively. Two infants developed pneumoperitoneum, one of whom underwent laparotomy upon which no perforation or intestinal infarction was found. Eight of the ten patients survived--a survival rate no different than for the remainder of the study group. Neither of the two deaths was attributable to NEC. The NEC was atypical in that no significant relationship was established with known predisposing conditions such as prematurity or low Apgar scores. Suspected risk factors such as time of feeding, type of closure, type of formula, total parenteral nutrition (TPN), and composition of TPN were not statistically related. Significant associations included concurrent TPN associated cholestatic liver disease in nine of the ten infants, antecedent intestinal surgery other than abdominal wall closure in five of the ten infants, and delay in initiation of enteral feedings (greater than 30 days) in eight of ten infants. In addition, the NEC occurred significantly later (range, 32 to 79 days; mean, 52 days) in the clinical course than usual; in fact, three of ten infants were rehospitalized with NEC following discharge. We conclude that a relationship exists between NEC and gastroschisis.(ABSTRACT TRUNCATED AT 250 WORDS)",valid,
36870072,"Perfectionism is linked to nonsuicidal self-injury (NSSI). Individuals with elevated perfectionism tend to avoid undesirable emotions and experience lower self-esteem, which are associated with NSSI. However, it is unclear if these mechanisms explain the link between clinical perfectionism and NSSI, and if locus of control is involved. We aimed to explore whether experiential avoidance and self-esteem would mediate the relationship between clinical perfectionism and NSSI, and if locus of control would moderate links between clinical perfectionism and both experiential avoidance and self-esteem.",valid,10952541
35730877,"Even in clinical stage IV gastric cancer (GC), surgical procedures may be required to palliate symptoms or in an attempt to improve survival. However, the limited survival of these patients raises doubts about who really had benefits from it. This study aimed to analyze the surgical outcomes in stage IV GC treated with surgical procedures without curative intent.",valid,9254395
870203,"The question of whether mechanical moments participate in ultrastructural development of the heart cannot be decided by examining heart tissue samples during embryonic life, for during maturation processes in vivo mechanical factors are always present. The significance of mechanical moments can only be investigated in a system which allows a distinction to be made between pulsations of heart myocytes under conditions of contraction against and under conditions of contraction without mechanical stress. This double possibility is provided by cell culture. An example in which mechanical influences are absent are the so-called ""minihearts""; these are cell agglomerations which are detached from the culture substrate. Their cell contractions do not act against any mechanical resistance. In the electron microscope they show abundant filaments, Z-line material and membrane specializations. The highest degree of development, however, does not exceed that characterizing the cells with which the cultures were started. Even some dedifferentiation and degeneration are apparent in the minihearts. No intercalated discs can be found even after 12 weeks, provided that the culture had been started with really isolated cells. The representatives in culture of a myocyte's connection with the heart's mechanical action are the cords, along which attached points alternate with free strands. The pulsation of these strands is restrained during each contraction by their ends, which are fixed on the culture substrate. Thus, the myocytes contract against a resistance, and in this respect their pulsations resemble those of the heart, in which the myocytes' contraction acts against the pressure of the blood. The myocyte culture under these mechanical condition, after a culture time of 10 weeks, produces electron micrographs of mature cells with reduced cytoplasm, aligned mitochondria and fibrils and intercalated discs.",valid,
3713973,"The reported study included patients with multiple sclerosis with a history of at least 5 years of the disease and aged 46 years or less, living in a big city. On the ground of history data obtained from the patients it was estimated that in the calendar year preceding the study one patient obtained about 11 medical services (in the office of a physician or in the patient's home) and about 10 of these services were given by the doctors of the public health service. The main role in the care of the patients was played by neurologists from the public health service, but the number of house visits provided by physicians of the basic health service was slightly higher than that provided by neurologists. Among the physicians working in medical cooperative or in private practice only the dentists had a more important role in providing of health services to the patients. Thirty percent of patients had no medical visits in outpatient clinics of social health service within a year preceding the study, despite a need for them, and 9% of them had no house visits of physicians. The percent of patients informed about the usefulness of motor rehabilitation treatment was at least half the proportion of patients with walking disturbances. The results indicate inadequate availability of health services for this group of outpatients, similarly as outpatient rehabilitation treatment and treatment in sanatorium, despite the index of employed medical personnel per population which is higher in this city than the average index for the whole country. These results suggest a necessity of undertaking of actions for improving the care of these patients.",valid,
10797893,"The purpose of this study was to examine the role of background texture on an interception task during self-motion. Twenty-six participants modulated tricycle speed along one arm of a V-shaped track so as to intercept a ball approaching horizontally on the other arm of the V. Either a plain or a textured background (consisting of contrasting vertical stripes) was used. Velocity modulations occurred so as to keep the angle beta between the direction of heading and the line head-ball constant (constant bearing angle, or CBA strategy), indicating that this observer-environment relation might regulate the approach phase. In the textured condition, participants initially drove faster than predicted by the CBA model and compensated by slowing down in the second half. This is in line with the texture-induced overestimation of the ball velocity and implies that absolute velocity information is also used.",valid,
27060156,Chronic lymphocytic leukemia (CLL)-associated gene mutations that influence CLL cell fitness and chemotherapy resistance should increase in clonal representation when measured before therapy and at relapse.,valid,5010528
26966332,"The 2013-2016 Ebola outbreak in Guinea, Liberia and Sierra Leone was the worst in history with over 28,000 cases and 11,000 deaths. Here we examine the psychosocial consequences of the epidemic. Ebola is a traumatic illness both in terms of symptom severity and mortality rates. Those affected are likely to experience psychological effects due to the traumatic course of the infection, fear of death and experience of witnessing others dying. Survivors can also experience psychosocial consequences due to feelings of shame or guilt (e.g. from transmitting infection to others) and stigmatization or blame from their communities. At the community level, a cyclical pattern of fear occurs, with a loss of trust in health services and stigma, resulting in disruptions of community interactions and community break down. Health systems in affected countries were severely disrupted and overstretched by the outbreak and their capacities were significantly reduced as almost 900 health-care workers were infected with Ebola and more than 500 died. The outbreak resulted in an increased need for health services, reduced quality of life and economic productivity and social system break down. It is essential that the global response to the outbreak considers both acute and long-term psychosocial needs of individuals and communities. Response efforts should involve communities to address psychosocial need, to rebuild health systems and trust and to limit stigma. The severity of this epidemic and its long-lasting repercussions should spur investment in and development of health systems.",valid,4773931
16929700,"Alzheimer's disease (AD) is associated with considerably decreased cerebral blood flow (CBF) thought to be secondary, since dead neurons do not need oxygen and glucose. This view, however, needs to be critically re-examined. The role of CBF in AD was submitted to a thorough analysis, raising the question: ""Is there really a lack of demand in the presence of undisturbed blood supply?"" CBF decline is present in AD while the number of affected CNS systems is still quite small. The step-by-step evolution of AD mirrors a brain that progressively becomes ischemic. Areas related to memory function (hippocampus, temporal lobe cortex and vicinity) are bound to suffer first because of their particularly vulnerable blood supply. This is the scenario of a disorder caused by primary and not by secondary CBF deficiency--a deficiency perhaps attributable to the upright gait of homo sapiens. This new approach also opens new avenues for treatment and prevention, which will be briefly discussed.",valid,
8266781,"In order to investigate the genetic background of Menière's disease, histocompatibility (HLA) antigens in Japanese patients were studied. HLA-class I: HLA-A, -B and -C were typed by the classical microcytotoxicity technique, and HLA-class II: HLA-DR, DQ, and DP were typed by PCR-DNA typing methods. Twenty patient samples tested were selected very strictly following clinical data and classical criteria. Most of the patients had been suffering from typical symptoms during a considerably long period of time (16 +/- 7 years). Normal controls were based on the gene frequency in the Japanese population. Compared with the normal controls, a higher frequency of the DRB1*1602 subtype of HLA-DR2 was found in the patient group (chi 2 = 9,21, p < 0.04). P-values were corrected by multiplying by the total number of antigens. Additionally, HLA-Cw4 was increased, although the p-value was not significant after multiple antigen correction. There was no obvious relationship between the HLA-DRB1*1602 patients and the clinical data that included severity, age at time of onset, etc.",valid,
30934391,"Twenty-four male lambs, produced by crossing commercial blackfaced ewes with purebred Suffolk rams and averaging 40.1 kg body wt., were fed one of two ethylenediamine dihydriodide (EDDI)-supplemented diets. A total of eight pens (four pens per treatment) containing three animals each were assigned at random to the two diets. Dietary treatments consisted of a basal diet containing 0.79 ppm I as EDDI and EDDI-supplemented diets providing an additional 12 mg of EDDI/head/d. The diets were fed for 42 d, after which the animals were slaughtered and various tissues collected for I analysis. Iodine concentration in the serum of sheep fed the EDDI-supplemented diet increased fivefold (62 vs. 12 μg/dl) over the control animals within a week and this difference was maintained throughout the experiment. There was a trend toward increased I in semimembranosus, psoas major, longissimus and trapezius muscles, although this was statistically nonsignificant. Increases (P<0.01) in the I concentration in liver (0.085 vs. 0.166 μg/g) and kidney (0.143 vs. 0.409 μg/g) were observed. Analysis of thyroid tissue indicated no increase in I concentration (1732 vs. 2166 μg/g). Based on these results, it is concluded that feeding EDDI to sheep at 12 mg/head/d until slaughter increased I in edible tissues. The rate at which iodine depletes from these tissues is unknown.",valid,
7763965,"Preparation of hydroxyapatite was carried out by a homogeneous precipitation technique using hydrothermal reactions of Ca(EDTA)2- and PO4(3-) at 130-250 degrees C and pH 4-10. Hydroxyapatite and monetite were formed above pH 6 and below pH 4, respectively. Needle-like hydroxyapatite was formed at high temperatures above 130 degrees C. The length of the needle-like hydroxyapatite crystal increased with increasing working solution pH and temperature.",valid,
1890476,"The ultrasonographic criteria of biparietal diameter greater than or equal to 9.2 cm and a grade III placenta have been shown to correlate with fetal maturity in the fetus of a nondiabetic mother in our population. These two criteria have helped reduce the incidence of third-trimester amniocenteses by 66.6% at our institution. Occasionally, however, because of fetal position, we are unable to obtain an accurate biparietal diameter. We therefore carried out a prospective study of 120 patients to evaluate the relationship between femur length of greater than or equal to 7.3 cm and fetal maturity. In this study, the addition of the femur length criterion increased the specificity of the ultrasonographic criteria for fetal maturity from 66.6% to 85%. The data suggest that femur length could be used along with the biparietal diameter and placental grade as an alternative to amniocentesis in term nondiabetic pregnancies.",valid,
34067850,"Certain underlying diseases such as diabetic mellitus and hypertension are a risk factor for the severity and mortality of coronavirus disease (COVID-19) patients. Furthermore, both angiotensin converting enzyme inhibitors (ACEi) and angiotensin II receptor blockers (ARBs) are controversial at role in the process of COVID-19 cases. The aim of the study was to investigate whether underlying diseases and taking ACEi/ARBs, affect the duration of hospitalization and mortality in patients with confirmed COVID-19. Medical usage claims data for the past three years until 15 May 2020, from the ""CORONA-19 International Cooperation Research"" project was used. We analyzed the medical insurance claims data for all 7590 coronavirus (COVID-19) patients confirmed by RT-PCR tests nationwide up to 15 May 2020. Among the comorbidities, a history of hypertension (hazard ratio [HR], 1.51; 95% confidence interval [CI], 1.056-2.158) and diabetes (HR, 1.867; 95% CI, 1.408-2.475) were associated significantly with mortality. Furthermore, heart failure (HR, 1.391; 95% CI, 1.027-1.884), chronic obstructive pulmonary disease (HR, 1.615; 95% CI, 1.185-2.202), chronic kidney disease (HR, 1.451; 95% CI, 1.018-2.069), mental disorder (HR, 1.61; 95% CI, 1.106-2.343), end stage renal disease (HR, 5.353; 95% CI, 2.185-13.12) were also associated significantly with mortality. The underlying disease has increased the risk of mortality in patients with COVID-19. Diabetes, hypertension, cancer, chronic kidney disease, heart failure, and mental disorders increased mortality. Controversial whether taking ACEi/ARBs would benefit COVID-19 patients, in our study, patients taking ACEi/ARBs had a higher risk of mortality.",valid,8157012
27525864,"We examined the effects of the extract from leaves of Liquidambar formosana Hance on S180 cells and screened for antitumor active sites in the plant. Solvent extraction was conducted to prepare extracts from the leaves of L. formosana Hance and conduct preliminary separation, an MTT assay to determine the effect of leaf extract on the proliferation of S180 cells, and inverted microscopy to observe the effect of chloroform extract on the morphology of S180 cells. Double-staining (Annexin V/propidium iodide) with flow cytometry was conducted to determine the effect of the chloroform extract on S180 cell apoptosis. At some concentrations, the different extracts from the leaves of L. formosana Hance dose-dependently inhibited the proliferation of S180 cells. Among all extracts, the chloroform extract showed the strongest inhibitory effect on S180 cell proliferation. The IC50 values for the chloroform extract, ethyl acetate extract, n-butanol extract, and water layer were 0.238, 0.471, 0.844, and 0.411 mg/mL, respectively. We observed cell shrinkage, volume reduction, and varying sizes by inverted microscopy. Additionally, with increasing drug concentration, the number of cells decreased and debris increased. The cells showed typical apoptotic morphological changes. The chloroform extract induced the apoptosis of S180 cells in a dose-dependent manner. Different extracts from the leaves of L. formosana Hance inhibited the proliferation of S180 cells, and the chloroform extract was the main antitumor component. This extract from the leaves of L. formosana Hance inhibited the proliferation of S180 cells in part by inducing apoptosis.",valid,
31912823,A heteroatom oxygen doping strategy was developed to prepare oxygen-doped carbon nitride (OCN). The performance and mechanism of its peroxidase-like activity were studied for the first time. The greatly improved peroxidase-like activity could be attributed to the promoted electron transferability.,valid,
2315710,"Anatomic dissection of 220 cadaver shoulders was performed to find out more about the static stabilizers of the shoulder joint. The static stabilizers, i.e. the glenohumeral ligaments, were always found to be present and strong in healthy shoulders. It was revealed that in anatomic preparations with all the organs removal except the synovial capsule, the capsule ligaments completely stabilized the joint. Anterior dislocation at 45 degrees of abduction was prevented by the superior and medial glenohumeral ligaments, while at 90 degrees of abduction the inferior glenohumeral ligament prevented dislocation. When anterior dislocation has occurred even the coracohumeral ligament must be ruptured. A new finding recorded is that the glenoid labrum is the origin of the inferior glenohumeral ligament and not a triangular static organ enlarging the socket and having a similar function to the menisci in the knee. This ligament is the most important ventral stabilizer of the humeral joint. With the conventional arthrotomy technique the medial and inferior ligaments are immediately cut through and therefore cannot be seen. The inferior glenohumeral ligament must be reconstructed in cases of anterior recurrent dislocation.",valid,
19102540,"Ammonia borane, NH(3)BH(3), has attracted significant interest as a promising candidate material for hydrogen storage. The effect of pressure on the bonding in NH(3)BH(3) was investigated using Raman spectroscopy to over 20 GPa in a diamond anvil cell, and two new transitions were observed at approximately 5 and 12 GPa. Vibrational frequencies for the modes of the NH(3) proton donor group exhibited negative pressure dependence, which is consistent with the behavior of conventional hydrogen bonds, while the vibrational frequencies of the BH(3) proton acceptor group showed positive pressure dependence. The observed behavior of these stretching modes supports the presence of dihydrogen bonding at high pressure. In addition, the BH(3) and NH(3) bending modes showed an increase in spectral complexity with increasing pressure together with a discontinuity in d nu/d P which suggests rotational disorder in this molecule. These results may provide guidance for understanding and developing improved hydrogen storage materials.",valid,
10821128,"We determined the changes in blood pressure, pulse rate, and heart rate variability during dental surgery in hypertensive patients. The study included 18 essential hypertensives and 18 age and sex matched normotensive controls who underwent tooth extraction at our hospital. Holter electrocardiographic monitoring was used to determine the power spectrum of R-R variability before and during dental surgery. The low frequency (LF: 0.041 to 0.140 Hz), high frequency (HF: 0.140 to 0.500 Hz), and total spectral powers (TF: 0.000 to 4.000 Hz) were calculated, and the ratio of LF to HF and the percentage of HF relative to TF (%HF: HF/TF x 100) were used as indexes of sympathetic and parasympathetic activities, respectively. The baseline blood pressure for hypertensive patients (149 +/- 4/85 +/- 2 mmHg) was significantly higher than that for normotensive patients (119 +/- 3/71 +/- 2 mmHg). The baseline pulse rates were similar between the two groups. Blood pressure increased during tooth extraction in both groups; however, changes in blood pressure did not differ between them. Administration of local anesthetic significantly decreased the %HF in normotensive patients (before vs. after anesthesia; 22.3 +/- 2.4 vs. 13.8 +/- 2.7%, p < 0.05). In contrast, the LF/HF significantly decreased during the local anesthesia and tooth extraction in hypertensive patients. These results suggest that pressor response induced by tooth extraction did not differ between normotensive and hypertensive patients, and that suppression of the cardiac sympathetic nervous system during dental surgery might attenuate the pressor response in patients with hypertension.",valid,
27110677,Increased levels of type I interferon (IFN) and type I IFN-regulated genes are found in patients with systemic lupus erythematosus (SLE) and may be central to its pathogenesis. Mitochondrial antiviral signaling protein (MAVS) is a key regulator of type I IFN that undergoes a dramatic prion-like aggregation and self propagates the activation signal from viral RNA to amplify downstream IFN production. We undertook this study to determine whether such MAVS aggregates might play a role in the sustained increased production of type I IFN in SLE.,valid,5079845
23705512,"Conventional wisdom suggests that inhalant use is primarily isolated to youthful experimentation; however, a growing body of evidence suggests that inhalant use (a) occurs after use of common substances of experimentation (e.g., alcohol, marijuana), (b) can persist into later life, and (c) is associated with severe consequences. The current study examined the sequencing of substances relative to inhalants and the post-initiation correlates of inhalant use between youth and young adulthood in nationally representative Add Health data. Analyses examined the relationship of substance of initiation to use of other substances, as well as an examination of the relationship between substance use and consequences. The analyses suggest that (a) those initiating their substance use careers with inhalants often go on to use hard drugs, (b) inhalant use likely occurs after alcohol and marijuana use, and (c) inhalant use during adolescence was associated with health and criminal consequences in both adolescence and young adulthood.",valid,3671352
15739453,"A gas chromatographic method for the measurement of enriching characters of adsorbents used in preconcentration of organic compounds from air samples was studied. The character parameters suggested in this study include adsorption parameters (breakthrough volume or maximum sample volume) and desorption ones (minimum flashing volume and the lowest desorption temperature). The parameters of some low-molecular-mass compounds such as alcohols, saturated hydrocarbons, aromatics, esters and halohydrocarbons on GDX-301 were measured by using elution GC method. The maximum sample volumes of all the 20 compounds (with exception of methanol) got from these experiments are not less than 0.8 L at 35 degrees C for sampling tube (filled with 2 g GDX-301) and 0.3 L at 0 degrees C for focus tube (with 0.14 g GDX-301). The corresponding minimum flashing volumes of less than 177 mL and 13 mL respectively are needed to complete desorption at 180 degrees C, and the lowest desorption temperatures of not over 180 degrees C and 157 degrees C at flashing volume of 180 mL and 30 mL are lower than the maximum allowable operating temperature (250 degrees C) of GDX-301. The results showed that GDX-301 is a good adsorbent for enrichment of the organic compounds mentioned above. The following operating conditions are recommended: using the above sampling tube and focus tube, actual sample volume < or = 0.8 L, adsorption temperature < or = 35 degrees C and focus temperature 0 degrees C, desorption for 6 min from sampling tube and 1 min from focus tube at 180 degrees C with flashing rate 30 mL/min. Good correlations between the parameters and boiling point of the investigated compounds were found. It can be used to estimate the parameters of other organic compounds not measured in this study.",valid,
8933365,"The influence of plasma corticosterone concentration on serotonin (5-HT) turnover in the dorsal hippocampus was investigated. The experiments were performed in freely moving male Wistar rats in their home cage. Blood samples were taken via a permanent jugular vein catheter to determine plasma corticosterone levels. Extracellular levels of 5-HT and its metabolite 5-hydroxy-indole acetic acid (5-HIAA) were measured using in vivo microdialysis. The rats received an intravenous (i.v.) infusion of the steroid synthesis-inhibitor metyrapone (150 mg/kg/ml) in order to manipulate circulating corticosterone levels. Three hours later, the monoamine oxidase inhibitor pargyline (15 mg/kg/2 ml i.v.) was administered to produce an accumulation of extracellular 5-HT. Pargyline administration led to a four fold increase in 5-HT levels, while reducing 5-HIAA by 45%. Metyrapone pretreatment blocked the pargyline-induced rise in plasma corticosterone to baseline levels and diminished the pargyline-induced increase in 5-HT, without affecting 5-HIAA levels. Thus, the data suggest that a decrease in availability of corticosterone for its receptors by metyrapone diminished the 5-HT synthesis rate. Since plasma corticosterone levels during this blockade are still low, it is assumed that brain glucocorticoid receptor occupation is reduced, while mineralocorticoid receptors are still substantially occupied. Therefore the present results support the hypothesis that corticosterone through glucocorticoid receptor activation enhances 5-HT synthesis rate and release in the dorsal hippocampus.",valid,
32741045,Youth with type 1 diabetes (T1D) commonly do not meet HbA1c targets. Youth-directed goal setting as a strategy to improve HbA1c has not been well characterized and associations between specific goal focus areas and glycemic control remain unexplored.,valid,7855488
10191766,"Immunophenotypic studies are essential to distinguish acute lymphoblastic leukemia (ALL) from minimally differentiated acute myeloid leukemia (AMLM0) and to classify ALL into immunologic subtypes. Frequently, immunophenotyping identifies myeloid antigen expression in ALL, causing a potential diagnostic problem. To evaluate the immunophenotype of ALL, we studied 210 cases of pediatric and adult ALL by flow cytometry and compared the results with the French-American-British (FAB) Cooperative Group classification and the karyotypic findings. Myeloid-associated antigens were expressed in 78 (45.6%) of precursor B-cell ALL cases. Pediatric precursor B ALLs had a higher frequency of myeloid antigen expression than did adult cases. All mature B-cell ALL cases were negative for TdT and myeloid antigens. Myeloid antigen expression was less frequent in T-cell ALL cases compared with precursor B-cell ALL cases. Of the 192 cases submitted for cytogenetic analysis, 147 were abnormal. The most common chromosomal translocation was the Philadelphia chromosome, which was more likely to have L2 blast morphology and a precursor B immunophenotype. Myeloid antigen expression was present in 70.8% of Ph-positive cases (P = .008). Chromosome rearrangements involving 11q23 also showed an increased frequency of myeloid antigen expression. Chromosome translocations involving regions of T-cell receptor genes were present in 24% of T-cell ALL cases. A high percentage of ALL cases, however, had various other cytogenetic abnormalities, many of which involved less well-studied chromosomal regions.",valid,
25731698,This laboratory study aimed to (a) compare the fluoride dose-response of different caries lesions created in human and bovine enamel (HE/BE) under pH-cycling conditions and (b) investigate the suitability of Knoop and Vickers surface microhardness (K-SMH/V-SMH) in comparison to transverse microradiography (TMR) to investigate lesion de- and remineralization.,valid,
30324980,"Acute esophageal necrosis, also known as black esophagus, is a rare digestive complication, frequently manifested by an upper gastrointestinal hemorrhage and occurs in patients with comorbidities.",valid,
1437094,"Traditionally, Sisters of Mercy Health System (SMHS)-St Louis hospitals have had difficulty integrating quality information from external sources into their own monitoring and evaluation activities. This difficulty became apparent at the 14 hospitals of the SMHS when the system headquarters began providing its hospitals with comparative clinical outcome information. Although the hospitals found value in the comparative studies, the information was not fully used in individual hospitals' quality improvement efforts. As a result, SMHS developed a model for integrating external quality information into the local hospitals' ten-step monitoring and evaluation process. This article explains the integration model and shows how it has worked in several clinical scenarios.",valid,
37476789,[This retracts the article DOI: 10.1155/2022/5040461.].,valid,10356288
35704637,"Mutation-induced protein misfolding of pancreatic secretory enzymes and consequent endoplasmic reticulum stress can cause chronic pancreatitis. A recent study revealed that cigarette smoke also increases the risk of the disease through endoplasmic reticulum stress. Here, we investigated the cumulative cellular effect of the G233E misfolding human pancreatic lipase variant and hydroquinone; a main toxic constituent of cigarette smoke, using mammalian cell lines. We found that hydroquinone reduces cell viability on a dose-dependent manner through programmed cell death, and diminishes lipase secretion without affecting its expression. Interestingly, hydroquinone decreased the viability more markedly in cells expressing the G233E lipase variant, than in cells producing wild-type lipase. The more substantial viability loss was due to increased endoplasmic reticulum stress, as demonstrated by elevated levels of X-box binding protein 1 mRNA splicing and immunoglobulin binding protein, NAD(P)H:quinone oxidoreductase 1 and C/EBP homologous protein expression. Unresolved endoplasmic reticulum stress, and especially up-regulation of the pro-apoptotic transcription factor C/EBP homologous protein were likely responsible for the increased cell death. Our observations demonstrated that the combination of hydroquinone and misfolding pancreatic lipase variant promote increased levels of endoplasmic reticulum stress and cell death, which may predispose to chronic pancreatitis.",valid,9200355
25202477,We present a protocol for the annotation of transcriptome sequence data and the identification of candidate genes therein using the example of the nonmodel conifer Abies alba. •,valid,4105350
29210490,A new approach based on macromolecular engineering through thermoreversibility is reported to fabricate the engineered gel networks of thermally labile branched polymers exhibiting robust self-healing. This approach centers on the synthesis of linear polymers having Diels-Alder cycloadducts in the backbones (DALPs) through A,valid,
29624904,HLA-B*08:01:01:02 differs from HLA-B*08:01:01:01 by a T to C substitution at position 3086.,valid,
26624476,"Two new species of Desmosomatidae, Eugerdella kurabyssalis sp. nov. and Parvochelus serricaudis sp. nov., are described from the Northwest Pacific open abyssal plain to the east of the Kuril-Kamchatka Trench. These species constituted about one fourth of all collected desmosomatid specimens of the KuramBio expedition (2012), indicating it may be the most abundant species of the family in this area. E. kurabyssalis sp. nov. is rather similar to E. minutula Mezhov, 1986 and E. theodori Brix, 2007, resembling them in the shape of its body segments and appendages, including the absence of the mandibular palp and morphology of the pereopod I. The new species can be distinguished from the mentioned species by the number of cusps of the mandibular incisor process and lacinia mobilis, the relatively stouter pereopods and different setation of the pereopod I ischium. P. serricaudis sp. nov. is the second species of the genus Parvochelus Brix & Kihara, 2015 (see Brix et al. 2015) and the first record of the genus from the Pacific Ocean and from the Northern Hemisphere. P. serricaudis sp. nov. can be distinguished from P. russus Brix & Kihara, 2015 by its relatively stouter pereopod I, presence of the mandibular palp and the shape of the maxilliped palp articles and female operculum. A discussion of the taxonomic characters and the modified diagnosis of the genus Parvochelus are presented.",valid,
27320114,"Tumor lysis syndrome (TLS) is a major oncological emergency. TLS is common in patients with hematological malignancies, but it can occur across a spectrum of cancer types. Germ cell tumors (GCT) have rapid cancer cell turnover and often present with bulky metastasis. The international TLS expert consensus panel has recommended guidelines for a medical decision tree to assign low, intermediate and high risk to patients with cancer at risk for TLS. GCT is classified as intermediate risk for TLS, and the patients who have other TLS risks factors are classified to be at high risk for TLS. In this study, we retrospectively analyzed 67 patients with metastatic GCT who were treated with induction chemotherapy at Tsukuba University Hospital between 2000 and 2013. Thirty-one, 15 and 21 patients were classified with good-, intermediate- and poor-prognosis disease, respectively, according to the International Germ Cell Cancer Collaborative Group criteria. Twelve patients (18%) were classified to be at high risk for TLS, and two patients were treated with allopurinol or rasburicase as prophylaxes for TLS. They did not show progression to laboratory TLS (L-TLS). In the remaining 10 TLS high-risk patients, three (30%) patients developed L-TLS after chemotherapy and started receiving oral allopurinol. As a result, no patients developed clinical TLS (C-TLS). In this study, 30% of TLS-high risk patients developed L-TLS without prophylactic treatment. Therefore, it is important to conduct TLS-risk stratification and consider prophylaxis such as rasburicase for advanced GCT patients at induction chemotherapy.",valid,
38397505,"Pesticides and polychlorinated biphenyls (PCBs) are persistent environmental pollutants. When entering the food chain, they can represent a public health problem due to their negative effects on health. In this study, concentrations of organochlorine pesticides (OCPs), organophosphate pesticides (OPPs), pyrethroids, carbamates, and PCBs-a total 73 compounds-were determined in a total of 2268 samples of fat tissues (beef, pork, sheep, goat, poultry, game, horse, rabbit) and processed fat, meat, and processed meat products collected in Croatia during an 8-year period. In fatty tissues, 787 results exceeded the limits of quantification (LOQ): 16 OCPs, eight OPPs, six pyrethroids, one carbamate, and seven PCBs. The most positive results in fat samples were found for OCPs, with a frequency of quantification in the range of 57.5-87.5%. Hexachlorobenzene (HCB) and dichlorodiphenyldichloroethylene (DDE) were quantified in the highest percentages, in the ranges of 5.5-66.7% and 5.4-55.8%. Concentrations above the MRL values were determined for chlorpyrifos in pork fat and for resmethrin in six fat samples and one pâté. In 984 samples of meat and meat products, only 62 results exceeded the LOQ values. The highest frequency of quantification was determined for OCPs (25 samples), of which 40% were DDT isomers (60% DDE). Frequency quantifications of PCBs in fat samples were between 7.23 and 36.7%. An evaluation of the health risk assessment showed that the consumption of fat, meat, and meat products does not pose a threat to consumer health, since all EDI values were well below the respective toxicological reference values.",valid,10887917
15985135,We present our experience on patients with renal artery stenosis undergoing myocardial revascularization procedures.,valid,
