PMID,Abstract,Status
2120830,"Questionnaires were sent to all Danish departments admitting patients with acute myocardial infarction (AMI) in order to investigate the attitudes of the departments to thrombolytic therapy in AMI. Two questionnaires were used: one with few questions which was answered by all 68 departments, and a more comprehensive questionnaire which was answered by 51 departments. The study shows that thrombolytic therapy now is use in all departments as opposed to 25% two years ago. In connection with introduction of thrombolytic therapy scientific studies are performed in 75% of the departments. In all departments, streptokinase (SK) is the drug of first choice and recombinant tissue plasminogen activator (rt-PA) is used in 2/3 of the departments in cases where SK-antibodies are suspected.",valid
38365050,"The present study reports the synthesis, characterization, and application of sustainable magnetic biochar composite. The inedible fruits of Vateria indica, a powerful ayurvedic plant were hydrothermally transformed into magnetic biochar (BC-Fe",valid
10622705,"For the biosynthesis of calendic acid a (8,11)-linoleoyl desaturase activity has been proposed. To isolate this desaturase, PCR-based cloning was used. The open reading frame of the isolated full-length cDNA is a 1131 bp sequence encoding a protein of 377 amino acids. For functional identification the cDNA was expressed in Saccharomyces cerevisiae, and formation of calendic acid was analyzed by RP-HPLC. The expression of the heterologous enzyme resulted in a significant amount of calendic acid presumably esterified within phospholipids. The results presented here identify a gene encoding a new type of (1,4)-acyl lipid desaturase.",valid
1582238,"In this open study, 41 hypertensive patients with non-insulin dependent diabetes mellitus were treated with the combined alpha- and beta-adrenoceptor blocker amosulalol hydrochloride for 24 weeks, either alone or added to existing antihypertensive therapy. The effects on blood pressure, glucose and lipid metabolism were examined. Daily administration of 20 to 60 mg amosulalol caused a significant reduction in both systolic and diastolic blood pressure within 2 weeks. This effect was stable, lasting for the entire trial period. The mean systolic and diastolic blood pressure decreased from 174 +/- 13/92 +/- 9 mmHg at the beginning to 148 +/- 16/80 +/- 11 mmHg at the end of the trial. Heart rate was not affected. Plasma glucose and haemoglobin Alc levels showed a tendency to decrease without any statistical significance. Total and HDL-cholesterol and triglyceride levels also remained unchanged. Although 3 patients had complained of dizziness, all were easily manageable. The results indicate that amosulalol is effective in the treatment of hypertension in non-insulin dependent diabetics and does not affect glucose and lipid metabolism.",valid
25383925,"We asked how a new, complex trait evolves by selecting for diurnal oscillations in the budding yeast,",valid
19350352,"There is limited data from developing countries on the current status of imatinib treatment for chronic myeloid leukemia (CML), thus we retrospectively analyzed 116 Chinese CML patients who received imatinib between 2003 and 2008. The response rates for 102 patients in chronic phase were: complete hematologic, 94.1%; complete cytogenetic, 69.6%; and complete molecular response, 54.9%. For 14 patients in the accelerated phase, the respective response rates were 85.7, 35.7 and 28.6%. The 3-year progression-free survival and 5-year overall survival were 73.3 and 74.8%. Although skin hypopigmentation occurs as the most common side effect (77.6%), imatinib is still well tolerated. In addition to the known pretreatment characteristics of spleen size, leukocyte and platelet counts, disease phase and Sokal scores, we found that delayed therapy, variant Philadelphia chromosome translocations and IM-related grade 3/4 leucopenia were associated with an inferior cytogenetic response. Four factors emerged as predictors of disease progression: molecular response, cytogenetic response, disease phase and disease duration prior to imatinib treatment, but only the latter three remained significant after multivariate analysis. The results indicate that the suboptimal outcome in Chinese patients is associated with delayed imatinib therapy, so the importance of the optimal treatment opportunity for CML should be emphasized.",valid
20955179,"Since decades, plant male sterility is considered a powerful tool for biological containment to minimize unwanted self-pollination for hybrid seed production. Furthermore, prevention of pollen dispersal also answers to concerns regarding transgene flow via pollen from Genetically Modified (GM) crops to traditional crop fields or wild relatives. We induced male sterility by suppressing endogenous general transcription factor genes, TAFs, using anther-specific promoters combined with artificial microRNA (amiRNA) technology (Schwab et al., 2006). The system was made reversible by the ethanol inducible expression of an amiRNA-insensitive form of the target gene. We provide proof of concept in eggplant, a cultivated crop belonging to the Solanaceae family that includes many important food crops. The transgenic eggplants that we generated are completely male sterile and fertility can be fully restored by short treatments with ethanol, confirming the efficiency but also the reliability of the system in view of open field cultivation. By combining this system with induced parthenocarpy (Rotino et al., 1997), we provide a novel example of complete transgene containment in eggplant, which enables biological mitigation measures for the benefit of coexistence or biosafety purposes for GM crop cultivation.",valid
10824432,"An analytic formalism developed earlier to describe the time evolution of the basic enzyme reaction is extended to fully competitive systems. Time-dependent closed form solutions are derived for the three nominal cases of competition: even, slow and fast inhibitors, allowing for the first time the complete characterization of the reactions. In agreement with previous work, the time-independent Michaelis-Menten approach is shown to be inaccurate when a fast inhibitor is present. The validity of the quasi-steady-state approximation on which the present framework is based is also revised.",valid
26844618,"Follicular unit transplantation is the most commonly performed technique in modern restorative hair transplantation surgery. It relies on the acquisition of intact follicular units from microdissected scalp skin strips and their subsequent transplantation into the recipient regions affected by alopecia. Ideally, the translocation of follicular units from the balding-resistant areas of the scalp (usually the occipital region) to the recipient site should not result in any morphological change in the grafts. Nevertheless, the insults associated with surgical intervention present grafted follicles to mechanical and chemical cues differently from those of the physiological steady-state conditions in undamaged skin. This disruption of the normal follicular microenvironment might alter important aspects of hair biology in grafts, for example, hair cycle and pigmentation, and, in turn, could lead to differences in hair appearance, eventually culminating in a diminished esthetical outcome of the surgery. In this study, the authors analyzed native and grafted scalp hair follicles (HFs) from 2 patients who had undergone follicular unit transplantation surgeries formerly. Scanning electron microscopy and light microscopy-based histomorphometry revealed a marked enlargement of follicular structures in the grafts with a concomitant increase in hair shaft diameter. Immunohistological staining confirmed a thickening of the dermal sheath in transplanted HFs that also harbored a denser vascular network. Taken together, these results show that the grafted HFs analyzed were subjected to marked morphological changes during their residence in the recipient site and that this phenomenon is associated with a modulation of follicular vascularization.",valid
24721931,"Hypertension is a major public health problem in many sub-Saharan African countries including Ghana, but data on urban poor communities are limited. The aim of this study was therefore to assess the prevalence, awareness, management and control of hypertension among a young adult population in their reproductive ages living in urban poor communities in Accra. Cross-sectional, population-based survey of 714 young adults in their reproductive ages (women aged 15-49 years, men aged 15-59 years) living in three urban poor suburbs of Accra, Ghana. The overall prevalence of hypertension in all three communities was 28.3% (women 25.6% and men 31.0%). Among respondents who had hypertension, 7.4% were aware of their condition; 4% were on antihypertensive medication while only 3.5% of hypertensive individuals had adequate blood pressure (BP) control (BP <140/90  mmHg). The level of awareness and treatment was lower in men than in women (3.1 and 1.3% for men and 11.9 and 6.5% for women, respectively). Among individuals with hypertension, the rate of control was higher among women than among men (5.0 and 2.1%, respectively). Although about a quarter of the young adult population in these low-income communities of Accra have hypertension, the levels of awareness, treatment and control are abysmally low. We recommend community-specific primary and secondary prevention interventions that draw on existing resources, specifically implementing cardiovascular disease (CVD) interventions in faith-based organizations and task-shifting CVD care through the national Community-based Health Planning and Services (CHPS) programme.",valid
27398687,"Care of pregnant women with epilepsy (WWE) should be shared between an epilepsy specialist and obstetrician. Joint care is provided by the regional, but not peripheral, maternity units in Northern Ireland (NI). We investigated whether demographic and socio-economic factors influenced access of joint obstetric/neurology services. Data on WWE delivering between 1st January 2012 and 31st December 2014 were collected. Demographic (age, parity, Trust residence) and socio-economic (employment status, deprivation level) factors were compared between three groups: (1) women delivering at the regional unit from its catchment, (2) women delivering at the regional unit from outside its catchment and (3) women delivering at peripheral units. 447 WWE delivered in the 3-year period. 48% (214/447) and 52% (233/447) delivered at regional and peripheral units respectively. 42% delivering at the regional unit were from its catchment and 58% outside. There was no difference in parity, employment status or deprivation of WWE from outside the regional unit catchment who accessed joint services and those who did not. Trust residence was the strongest predictor of delivery location with women from adjacent Trusts over 90% less likely to deliver at peripheral units. Maternal age was also a predictor of delivery location with a woman aged 30 being 50% less likely to deliver at a peripheral unit than one aged 20. 52% of all WWE and 63% outside the regional unit catchment do not access the joint service. Service models which deliver improved access should focus on those in geographically distant locations and of younger age.",valid
36295862,Excessive gestational weight gain (GWG) is associated with adverse pregnancy outcomes. This metabolome-wide association study aimed to identify metabolomic markers for GWG. This longitudinal study included 39 Black and White pregnant women with a prepregnancy body mass index (BMI) of ≥ 25 kg/m,valid
19900279,"Worldwide, coral reefs are in decline due to a range of anthropogenic disturbances, and are now also under threat from global climate change. Virtually nothing is currently known about the genetic factors that might determine whether corals adapt to the changing climate or continue to decline. Quantitative genetics studies aiming to identify the adaptively important genomic loci will require a high-resolution genetic linkage map. The phylogenetic position of corals also suggests important applications for a coral genetic map in studies of ancestral metazoan genome architecture. We constructed a high-resolution genetic linkage map for the reef-building coral Acropora millepora, the first genetic map reported for any coral, or any non-Bilaterian animal. More than 500 single nucleotide polymorphism (SNP) markers were developed, most of which are transferable in populations from Orpheus Island and Great Keppel Island. The map contains 429 markers (393 gene-based SNPs and 36 microsatellites) distributed in 14 linkage groups, and spans 1,493 cM with an average marker interval of 3.4 cM. Sex differences in recombination were observed in a few linkage groups, which may be caused by haploid selection. Comparison of the coral map with other metazoan genomes (human, nematode, fly, anemone and placozoan) revealed synteny regions. Our study develops a framework that will be essential for future studies of adaptation in coral and it also provides an important resource for future genome sequence assembly and for comparative genomics studies on the evolution of metazoan genome structure.",valid
16638914,"To report a case of propofol-induced priapism. A 17-year-old male receiving propofol for induction of anesthesia during a cardiac ablation procedure developed priapism that required medical intervention and discontinuation of propofol. The priapism developed after a total propofol dose of 550 mg, lasted for 2 hours, and resolved immediately following medical intervention. The following day, the patient underwent a transesophageal echocardiogram and received a total propofol dose of 40 mg throughout the procedure. He again developed priapism, which resolved within one hour without medical intervention. Priapism experienced by this patient is considered to be drug-induced because of the temporal relationship, recurrence with rechallenge, and dose-response relationship. Using the Naranjo probability scale, we determined that propofol was a highly probable causative agent of priapism in this patient. Although, as of April 4, 2006, this adverse effect has not been previously reported, there is a strong correlation of propofol to priapism in this patient. Clinicians should be aware of this adverse effect.",valid
1843517,"Aortic input impedance and hydraulic power were measured in patients with ventricular septal defect (VSD). Aortic input impedance consists of the characteristic impedance (index of aortic distensibility) and the terminal impedance (index of peripheral resistance) which represent the left ventricular hydraulic load. The external left ventricular hydraulic power consists of steady power which transmits blood to the peripheral vasculature and pulsatile power which is converted into heat energy. The ratio of pulsatile to total power indicates the efficiency of the arterial system. The present study was carried out on 6 patients with VSD whose Qp/Qs was greater than 2.0 (VSD group) and 10 age-matched controls who had a history of Kawasaki disease without coronary complications at the time of cardiac catheterization (control group). Descending aortic pressure and flow velocity were measured simultaneously at the level of the 10th thoracic vertebra using a multisensor-catheter. Impedance data were calculated from Fourier analysis of these findings. Characteristic impedance did not differ between the 2 groups. Terminal impedance was higher in the VSD group with the increasing peripheral resistance and vascular afterload. The pulsatile component of external hydraulic power was similar in both groups, however, the steady component was lower in the VSD group indicating a higher ratio of pulsatile to total power in the VSD group. In conclusion, vascular afterload was increased and the efficiency of the arterial system was reduced in patients with VSD having large shunts.",valid
6793087,"A dual-label isotope technique was used to study the effects of aldosterone upon the incorporation of amino acids into proteins of the in vitro toad urinary bladder. Following labeling, the mucosal cells were disaggregated and the mitochondria-rich and granular cells were separated. Proteins with an elevated isotope ratio were found in a plasma membrane fraction (170 000, 110 000 and 85 000 daltons) and in the cytosol (36 000 and 6 000 daltons) of the preparations enriched in mitochondria-rich cells. These effects of aldosterone were blocked by cycloheximide. There was no evidence that aldosterone had induced the incorporation of labeled amino acids into carbonic anhydrase isolated from the soluble fraction by affinity chromatography. The results suggest that the physiologic response of the toad bladder to aldosterone is related to the synthesis of both soluble and plasma membrane proteins.",valid
32887904,"The neurotransmitter noradrenaline (NA) mediates arousal, attention and mood, and exerts anti-inflammatory and neuroprotective effects. Alterations of monoamine signalling were reported in multiple sclerosis (MS) and psychiatric illness and may account for the high prevalence of comorbid depression and fatigue in MS patients. We assessed central noradrenaline transporter (NAT) availability using positron emission tomography (PET) and the NAT selective radiotracer S,S-[",valid
25990818,"The American-Canadian psychologist Mary Ainsworth (1913-1999) developed the Strange Situation Procedure (SSP) to measure mother-child attachment and attachment theorists have used it ever since. When Ainsworth published the first results of the SSP in 1969, it seemed a completely novel and unique instrument. However, in this paper we will show that the SSP had many precursors and that the road to such an instrument was long and winding. Our analysis of hitherto little-known studies on children in strange situations allowed us to compare these earlier attempts with the SSP. We argue that it was the combination of Ainsworth's working experience with William Blatz and John Bowlby, her own research in Uganda and Baltimore, and the strong connection of the SSP with attachment theory, that made the SSP differ enough from the other strange situation studies to become one of the most widely used instruments in developmental psychology today.",valid
16604499,"To investigate the correlation between intercellular adhesion molecule1 (ICAM1) gene K469E polymorphism and coronary heart disease(CHD) in Han Chinese population. Using the methods of polymerase chain reaction-restrictive fragment length polymorphism (PCR-RFLP), 173 CHD patients and 141 controls were analyzed for the polymorphism, genotype and allele distribution of ICAM1 gene K469E. The distribution of ICAM1 genotypes was in Hardy-Weinberg equilibrium. The frequency of KK genotype in CHD group was significantly higher than that in control (64.2% vs 48.9%, P<0.01). Similarly, the frequency of K allele in CHD group was significantly higher than that in control (79.2% vs 69.9%, P<0.01). With Logistic Regression Analysis ruling out the influences of age, gender and other CHD risk factor, the homozygous individual with KK genotype was 2.35 folds of KE or EE genotype one suffering from CHD (OR: 2.35, 95%CI: 1.03-5.36, P<0.05). ICAM1 gene K469E polymorphism is associated with CHD risk of Han Chinese population, the K allele may serve as a genetic risk factor of coronary heart disease.",valid
11027283,"Chloroplast translation is mediated by nucleus-encoded factors that interact with distinct cis-acting RNA elements. A U-rich sequence within the 5' untranslated region of the psbD mRNA has previously been shown to be required for its translation in Chlamydomonas reinhardtii. By using UV cross-linking assays, we have identified a 40-kDa RNA binding protein, which binds to the wild-type psbD leader, but is unable to recognize a nonfunctional leader mutant lacking the U-rich motif. RNA binding is restored in a chloroplast cis-acting suppressor. The functions of several site-directed psbD leader mutants were analyzed with transgenic C. reinhardtii chloroplasts and the in vitro RNA binding assay. A clear correlation between photosynthetic activity and the capability to bind RNA by the 40-kDa protein was observed. Furthermore, the data obtained suggest that the poly(U) region serves as a molecular spacer between two previously characterized cis-acting elements, which are involved in RNA stabilization and translation. RNA-protein complex formation depends on the nuclear Nac2 gene product that is part of a protein complex required for the stabilization of the psbD mRNA. The sedimentation properties of the 40-kDa RNA binding protein suggest that it interacts directly with this Nac2 complex and, as a result, links processes of chloroplast RNA metabolism and translation.",valid
12110526,"Mammalian preimplantation embryos experience a critical switch from an oxidative to a predominantly glycolytic metabolism. In this study, the change in nutrient metabolism between the 2-cell and blastocyst stages was followed by measuring single embryo concentrations of tricarboxylic acid (TCA) cycle and glycolytic metabolites with microfluorometric enzymatic cycling assays. When the normal values were established, further changes that occur as a result of the induction of apoptosis by exposure to high-glucose conditions were examined. From the 2-cell to the blastocyst stage, the embryos experienced an increase in TCA metabolites and a dramatic increase in fructose 1,6-bisphosphate (FBP). The high TCA metabolites may result from accumulation of substrate due to a slowing of TCA cycle metabolism as glycolysis predominates. Embryos exposed to elevated glucose conditions experienced significantly lower FBP, suggesting decreased glycolysis, significantly higher pyruvate, suggesting increased pyruvate uptake by the embryos in response to decreased glycolysis, and increased TCA metabolites, suggesting an inability to oxidize the pyruvate and a slowing of the TCA cycle. We speculate that the glycolytic changes lead to dysfunction of the outer mitochondrial membrane that results in the abnormal TCA metabolite pattern and triggers the apoptotic event.",valid
36710858,"Prohexadione calcium (Pro-Ca), as a growth retardant, can effectively alleviate the damage of salt stress to plants. In order to explore the effects of NaCl stress on the physiological characteristics and panicle traits of rice plants as well as the alleviating effect of Pro-Ca at the booting stage, we performed pot experiments on two rice cultivars: conventional rice '",valid
6978986,"Computerized tomography is acquiring an increasingly important role in the radiographic assessment of the temporal bone. In the latest generation of CT scanners, spacial resolution has been reduced to 0.1 cu mm and slice thickness to 1.5 mm. The main advantages of computerized tomography in comparison to multidirectional tomography are the improved contrast of the images and above all the clear demonstration of soft tissue structures and masses within or adjacent to the temporal bone. The following three applications of computerized tomography will be discussed: 1. Evaluation of intratemporal soft tissue masses. Computerized tomography allows differentiation of fluid filled from solid masses and vascular tumors. 2. Assessment of lesions extending outside the temporal bone or into the temporal bone from adjacent structures. In these cases CT will demonstrate the temporal bone involvement and the presence and extension of the intra or extra cranial component of the lesion. 3. Study of the cerebellopontine angle. Computerized tomography with infusion and combined with pneumocisternography comprise the procedure of choice for the diagnosis of acoustic neuromas and other lesions occurring in this area.",valid
27206312,"A Grey parrot, Griffin (Psittacus erithacus), previously taught English labels for various colors and shapes with respect to three-dimensional (3D) stimuli, was tested on his ability to transfer to very different two-dimensional (2D) images consisting of modal and amodal completion stimuli. For modal completion (aka subjective contours), Kanizsa figures were constructed using black 'pac-men' to form regular polygons on colored paper. For amodal completion, portions of variously colored regular 2D polygons were occluded by black circles or other black figures. For each task, Griffin provided a vocal English shape label for five possible shapes designated by their vertices (one, two, three, four, six). His accuracy was high for both amodal completed figures, including probe stimuli (28/38 correct) and modally completed figures (29/38 correct), with chance=0.20. The modally completed case (i.e., Kanizsa subjective figures) is of particular importance as there are no shared image parts between training and testing stimuli. We draw several conclusions from these results. First, a surface level completion process is fully operative insofar as Griffin was able to correctly identify shapes that differed considerably from training images. Second, because parrots can generalize from shapes of real objects to drawings where original image contours were clearly absent, the data provide a compelling example of shape invariance, indicating that visual shapes are processed far beyond that of their image description. Third, parrots with a repertoire of multiple vocal responses can be rigorously tested for visual competencies, an option as yet to be tried in other experimental animals.",valid
11777091,"Nursing homes in the UK are increasingly regarded as potential rehabilitation facilities for disabled older people. To determine the current physiotherapy and occupational therapy provision to UK nursing homes. Four hundred private nursing homes in England, Scotland and Wales were selected by stratified proportional random sampling and surveyed by postal questionnaire. The response rate for the effective sample was 346/355 (97%). Only 10% of residents were in current receipt of physiotherapy, mostly through private physiotherapists employed by the nursing homes. Occupational therapy was being provided to only 3.3% of residents. Older people in nursing homes in the UK currently receive little physiotherapy and occupational therapy input and are particularly isolated from National Health Service (NHS) services.",valid
17299248,"A circadian clock controls various physiological and behavioral rhythms. In mammals, a master circadian clock exists in the suprachiasmatic nucleus of the hypothalamus, and slave oscillators can be found in most tissues. These circadian oscillations are controlled by ""clock genes"". The negative feedback loop is thought to function as a molecular mechanism of the circadian clock. It is plausible that clock genes may control lipid metabolism through so-called clock-controlled genes and that lipid metabolism-related clock-controlled genes may play important roles in the circadian change of lipid metabolism. Recently research has focused on the relationships between the clock system and lipid metabolism. In this review, we discuss the following items: 1) circadian clock system, 2) effect of the diet on clock gene expression, 3) effect of clock mutation on lipid metabolism, and 4) effect of streptozotocin-induced diabetes and ob mutation on clock gene expression and lipid metabolism. In this review we have summarized how the circadian clock affects lipid metabolism through the expression of lipid metabolism-related clock-controlled genes and at the same time discussed how abnormal metabolism of lipid affects the expression of clock genes. Further experiments are needed to elucidate the detailed mechanism of interaction between clock genes and lipid metabolisms.",valid
15053625,"Previously, we have shown that the ferryl ion ([FeIVO]2+) is easily produced from Fenton's reagent (i.e., a mixture of Fe2+ ions and H2O2 in aqueous solution), using DFT and Car-Parrinello MD calculations. To verify that the ferryl ion can indeed act as the active species in oxidation reactions with Fenton's reagent, we study in the present paper the reactivity of the ferryl ion toward an organic substrate, in particular the oxidation of methane to methanol. In the first part of this paper, we perform static DFT calculations on the reaction of CH4 with the [(H2O)5FeIVO]2+ complex in vacuo that show a strong prevalence of the oxygen-rebound mechanism over the methane coordination mechanism. This is in agreement with the static DFT results for methane oxidation by biocatalysts MMO and P450, but not with those for methane oxidation by bare metal-oxo ions, where the methane coordination mechanism prevails. The highest energy barrier in the oxygen-rebound mechanism is only 3 kcal/mol in vacuo, whereas in the methane coordination mechanism the highest barrier is 23 kcal/mol. Overall the oxidation reaction energy is downhill by 47 kcal/mol. We conclude that the ferryl ion can indeed act as the oxidative intermediate in the Fenton oxidation of organic species. In the second part of this paper, we perform a preliminary assessment of solvent effects on the oxidation by the ferryl ion in aqueous solution using the method of constrained (first principles) molecular dynamics. The free energy barrier of the H-abstraction reaction from methane by the ferryl ion (i.e., the first step in the rebound mechanism) in aqueous solution is, with 22 kcal/mol in solution, significantly higher than in vacuo. Given the fact that methane has a relatively strong C-H bond (ca. 10 kcal/mol stronger than the C-H bonds in the more typical Fenton's reagent substrates), we infer that for many organic substrates oxidation with the ferryl ion as an active intermediate may be a perfectly viable route.",valid
27488494,"Accumulating evidence indicates that oxidative stress and neurotrophins have a bidirectional relationship. In this post hoc, exploratory analysis, we investigated the association between plasma brain-derived neurotrophic factor (BDNF) levels and activities of the antioxidant enzymes glutathione peroxidase (GPx) and superoxide dismutase (SOD) in individuals with bipolar disorder (BD) and healthy controls. We measured plasma levels of BDNF and activities of GPx and SOD in individuals with BD (n=59) and healthy controls (n=26). Information related to current and past psychiatric/medical history, as well as to metabolic comorbidities, was also reported. There were negative correlations between BDNF, GPx (r=-.449, P≤.001) and GPx/SOD ratio (r=-.503, P<.001), and a positive correlation between BDNF and SOD (r=.254, P=.020). There was a moderating effect of body mass index (BMI) on the association between BDNF and GPx/SOD rate ratio [(RR)=1.002, P=.034]; interactions between impaired glucose metabolism (IGM), GPx (RR=1.016, P=.033), and GPx/SOD ratio (RR=1.026, P=.002) were also observed. These results were significant in models that included age, gender, alcohol, tobacco and medication use. There was a robust and independent correlation between peripheral BDNF and antioxidant enzyme activities in individuals with BD, which was moderated by metabolic comorbidities. These results reinforce the concept that these systems are associated and further extend knowledge of the putative effect of metabolic comorbidities in the pathophysiological substrates of BD.",valid
9577139,"The authors present a case of a 36 year old male, admitted with a 3 year history of cramping abdominal pain, fever, and transient finding of a right lower quadrant mass. The abdominal roentgenogram revealed a large opacity located on the right side of the fifth lumbar segment. The patient underwent laparotomy: an enlarged appendix was removed. The specimen had 4 calculi completely obstructing the lumen of the appendix. The diameter of calculi were 0.5 (in 3 instances) and 3 cm. The case herein described is rather uncommon, due to: 1) the rarity of multiple appendiceal calculi; 2) the size of the larger stone; 3) the inconstant finding of right lower quadrant mass; 4) the non development of acute appendicitis. Differential diagnosis involved several diseases presenting with palpable mass of the lower quadrant of the abdomen and/or laminated densities at the plain abdominal roentgenogram.",valid
28327645,"Cardio-respiratory monitoring is one of the most demanding areas in the rapidly growing, mobile-device, based health care delivery. We developed a 12-lead smartphone-based electrocardiogram (ECG) acquisition and monitoring system (called ""cvrPhone""), and an application to assess underlying ischemia, and estimate the respiration rate (RR) and tidal volume (TV) from analysis of electrocardiographic (ECG) signals only. During in-vivo swine studies (n = 6), 12-lead ECG signals were recorded at baseline and following coronary artery occlusion. Ischemic indices calculated from each lead showed statistically significant (p < 0.05) increase within 2 min of occlusion compared to baseline. Following myocardial infarction, spontaneous ventricular tachycardia episodes (n = 3) were preceded by significant (p < 0.05) increase of the ischemic index ~1-4 min prior to the onset of the tachy-arrhythmias. In order to assess the respiratory status during apnea, the mechanical ventilator was paused for up to 2 min during normal breathing. We observed that the RR and TV estimation algorithms detected apnea within 7.9 ± 1.1 sec and 5.5 ± 2.2 sec, respectively, while the estimated RR and TV values were 0 breaths/min and less than 100 ml, respectively. In conclusion, the cvrPhone can be used to detect myocardial ischemia and periods of respiratory apnea using a readily available mobile platform.",valid
22083019,"To date, the lack of a suitable human cardiac cell source has been the major setback in regenerating the human myocardium, either by cell-based transplantation or by cardiac tissue engineering. Cardiomyocytes become terminally-differentiated soon after birth and lose their ability to proliferate. There is no evidence that stem/progenitor cells derived from other sources, such as the bone marrow or the cord blood, are able to give rise to the contractile heart muscle cells following transplantation into the heart. The need to regenerate or repair the damaged heart muscle has not been met by adult stem cell therapy, either endogenous or via cell delivery. The genetically stable human embryonic stem cells (hESCs) have unlimited expansion ability and unrestricted plasticity, proffering a pluripotent reservoir for in vitro derivation of large supplies of human somatic cells that are restricted to the lineage in need of repair and regeneration. Due to the prevalence of cardiovascular disease worldwide and acute shortage of donor organs, there is intense interest in developing hESC-based therapies as an alternative approach. However, how to channel the wide differentiation potential of pluripotent hESCs efficiently and predictably to a desired phenotype has been a major challenge for both developmental study and clinical translation. Conventional approaches rely on multi-lineage inclination of pluripotent cells through spontaneous germ layer differentiation, resulting in inefficient and uncontrollable lineage-commitment that is often followed by phenotypic heterogeneity and instability, hence, a high risk of tumorigenicity (see a schematic in Fig. 1A). In addition, undefined foreign/animal biological supplements and/or feeders that have typically been used for the isolation, expansion, and differentiation of hESCs may make direct use of such cell-specialized grafts in patients problematic. To overcome these obstacles, we have resolved the elements of a defined culture system necessary and sufficient for sustaining the epiblast pluripotence of hESCs, serving as a platform for de novo derivation of clinically-suitable hESCs and effectively directing such hESCs uniformly towards clinically-relevant lineages by small molecules (see a schematic in Fig. 1B). After screening a variety of small molecules and growth factors, we found that such defined conditions rendered nicotinamide (NAM) sufficient to induce the specification of cardiomesoderm direct from pluripotent hESCs that further progressed to cardioblasts that generated human beating cardiomyocytes with high efficiency (Fig. 2). We defined conditions for induction of cardioblasts direct from pluripotent hESCs without an intervening multi-lineage embryoid body stage, enabling well-controlled efficient derivation of a large supply of human cardiac cells across the spectrum of developmental stages for cell-based therapeutics.",valid
22643005,"The spermatozoon is one of the most differentiated cells in mammals and its production requires an extremely complex machinery. Subtle but critical molecular changes take place during capacitation, which comprises the last series of maturation steps that naturally occur between the cauda epididymidis where spermatozoa are stored and their ultimate destination inside the oocyte. Phospholipases, by hydrolyzing various phospholipids, have been found to be critical in sperm processes such as 1) the control of flagellum beats, 2) capacitation - the molecular transformations preparing the sperm for fertilization, 3) acrosome reaction and 4) oocyte activation by eliciting calcium oscillations. The emerging important role of phospholipases is also emphasized by the fact that alterations of sperm lipids can lead to infertility. Phospholipases may represent valuable targets to develop anti- and pro-fertility drugs. Results obtained in mice are encouraging, since treatment of sperm with recombinant sPLA(2) of group X, known to be involved in capacitation, improves fertilization in vitro, while co-injection of PLCζ RNA with infertile sperm restores oocyte activation.",valid
36179335,"To evaluate the presenting radiological features of immunoglobulin G4-related ophthalmic disease (IgG4-ROD) and their associations with IgG4-related optic neuropathy (IgG4-RON), and IgG4-related ocular adnexal lymphoma (IgG4-ROL). A territory-wide, biopsy-proven, Chinese cohort. Masked review of orbital images, medical records, and histopathology reports. A total of 115 (94%) of the 122 patients in our cohort had preoperative orbital images (computed tomography=105, magnetic resonance imaging=40). Among them, 103/115 (90%) showed enlarged lacrimal glands, and 91 (88%) were bilateral. Nerve enlargement was observed: infraorbital in 31/115 (27%) patients and frontal in 17/115 (15%), 10 and 9 being bilateral, respectively. At least 1 or more extraocular muscle (EOM) enlargement was found in 41/115 (37%) patients, bilaterally in 20. Lateral rectus occurred in 30 (73%) of these 41 EOM patients and inferior rectus in 28 (68%). Two adjacent EOMs (inferior and lateral recti in 11 patients, inferior and medial recti in 7 patients) or multiple EOMs (at least 3) were enlarged in 23/41 (56%) and 13/41 (32%) of the patients, respectively. Intraconal lesions (67% vs 11%, P<0.05), infraorbital (83% vs 23%, P<0.005), or frontal (50% vs 15%, P<0.05) nerve enlargement was significantly associated with IgG4-RON (6 patients) by univariate analyses. Asymmetric lacrimal gland enlargement and discrete orbital mass (both P<0.05) were associated with IgG4-ROL (9 patients) by multivariate analyses. In this IgG4-ROD cohort, most patients had bilateral enlarged lacrimal glands, and the lateral rectus is the most frequently involved EOM. For the first time, unique radiological patterns associated with the development of IgG4-RON and IgG4-ROL are found.",valid
30657126,"A 26-year-old man was referred to our department for a 3-year history of dyspepsia responsive to oral pump-inhibitors therapy. During the last year, he underwent a gastroscopy, a colonoscopy and a computed tomography enterography that failed to reveal an underlying organic disease: a diagnosis of functional dyspepsia was made. Because of the persistence of symptoms, he came to our ambulatory where we performed an abdominal ultrasound that revealed the presence of multiple bi-lobar lesions of the liver suspected for metastases and a hypoechoic solid lesion of the pancreas body, confirmed by a contrast enhanced computed tomography. Laboratory tests showed high chromogranin A and gastrin level, and a liver biopsy was consistent with a metastatic pancreatic neuroendocrine tumor. This report aims to underlie the diffuse heterogeneous diagnostic management of some common gastrointestinal symptoms, such as dyspepsia, that are too often approached with the prescription of proton pump inhibitors.",valid
