pmid,pub_year,journal,publication_types,mesh_terms
36777280,2021,Crohn's & colitis 360,Journal Article,
32546522,2020,Proceedings of the National Academy of Sciences of the United States of America,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",
28045999,2017,PloS one,Journal Article,"3' Untranslated Regions; Base Pairing; Base Sequence; Cell Line, Tumor; Gene Expression Regulation, Neoplastic; Genes, Reporter; HLA-G Antigens; Haplotypes; Humans; INDEL Mutation; Luciferases; Mutagenesis, Site-Directed; Polymorphism, Genetic"
33494390,2021,Membranes,Journal Article,
20510780,2010,Food microbiology,"Journal Article; Research Support, Non-U.S. Gov't",Byssochlamys; Culture Media; Kinetics; Logistic Models; Microbial Viability; Temperature; Water
25594419,2015,Current opinion in psychiatry,Journal Article; Review,Cognition Disorders; Concept Formation; Deep Brain Stimulation; Humans
23329916,2011,Iranian journal of radiology : a quarterly journal published by the Iranian Radiological Society,Case Reports; Journal Article,
27026701,2016,The Journal of biological chemistry,"Journal Article; Research Support, Non-U.S. Gov't","Amino Acid Sequence; Analgesics; Animals; Behavior, Animal; Cell Membrane; Conotoxins; Crystallography, X-Ray; Electrophysiology; HEK293 Cells; Humans; Liposomes; Magnetic Resonance Spectroscopy; Male; Mice; Mice, Inbred C57BL; Molecular Sequence Data; NAV1.8 Voltage-Gated Sodium Channel; Pain; Protein Conformation; Sequence Homology, Amino Acid"
37149466,2023,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,Journal Article,Humans; Female; Radiosurgery; Prospective Studies; Retrospective Studies; Melanoma; Brain Neoplasms; Immunotherapy
30968014,2019,Frontiers in chemistry,Journal Article,
20219744,2010,Biology letters,"Journal Article; Research Support, Non-U.S. Gov't",Bacteria; Biodiversity; Ecosystem; Eukaryota
32152782,2020,Netherlands heart journal : monthly journal of the Netherlands Society of Cardiology and the Netherlands Heart Foundation,Journal Article; Review,
15641595,2004,Neuropathology : official journal of the Japanese Society of Neuropathology,Case Reports; Journal Article,"Aged; Female; Humans; Lymphoma, B-Cell; Meningeal Neoplasms; Meningioma"
7005549,1981,The Journal of thoracic and cardiovascular surgery,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.","Adolescent; Adult; Aged; Child; Child, Preschool; Female; Flail Chest; Humans; Infant; Intermittent Positive-Pressure Ventilation; Male; Middle Aged; Positive-Pressure Respiration; Respiration, Artificial; Thoracic Injuries"
18962828,2009,The Science of the total environment,"Journal Article; Research Support, Non-U.S. Gov't",Computer Simulation; Conservation of Natural Resources; Fresh Water; Geography; Geological Phenomena; Switzerland; Water Pollution; Water Supply
33293257,2022,Academic radiology,Journal Article,"Accreditation; Clinical Competence; Education, Medical, Graduate; Humans; Internship and Residency; Radiography; Radiology; United States"
8728095,1996,Biochemistry and molecular biology international,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Amino Acid Sequence; Base Sequence; Chromosome Mapping; Cloning, Molecular; Conserved Sequence; DNA, Complementary; DNA-Binding Proteins; Evolution, Molecular; Exons; Genes, Plant; Genome, Plant; Introns; Molecular Sequence Data; Plant Leaves; Plant Proteins; Zea mays"
2846390,1988,Diabetes,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Animals; Calcium; Colforsin; Cyclic AMP; Glucose; Hydrolysis; Inositol; Inositol Phosphates; Insulin; Insulin Secretion; Islets of Langerhans; Kinetics; Male; Nitrendipine; Phosphatidylinositols; Rats; Rats, Inbred Strains; Sincalide; Sugar Phosphates; Theophylline; Tolbutamide"
22299671,2012,Clinical and experimental dermatology,"Journal Article; Research Support, Non-U.S. Gov't","Adult; Aged; Aged, 80 and over; Cohort Studies; Female; Genetic Predisposition to Disease; Germany; Humans; Lupus Erythematosus, Systemic; Male; Middle Aged; Polymorphism, Single Nucleotide; Promoter Regions, Genetic; fas Receptor"
38549316,2024,Mathematical biosciences and engineering : MBE,Journal Article,Male; Young Adult; Humans; Female; Mobile Applications; Sexually Transmitted Diseases; Sexual Behavior; Sexual Partners; HIV Infections
38286658,2024,ChemMedChem,Congress,"Chemistry, Pharmaceutical; Drug Design; Drug Discovery; Switzerland; Humans"
11920767,2002,Journal of pharmaceutical sciences,Clinical Trial; Journal Article; Randomized Controlled Trial,"Administration, Cutaneous; Area Under Curve; Circadian Rhythm; Cross-Over Studies; Estradiol; Estrone; Female; Humans; Middle Aged; Postmenopause"
8618234,1996,Journal of the National Cancer Institute,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Animals; Antimetabolites, Antineoplastic; Colorectal Neoplasms; Drug Administration Schedule; Female; Floxuridine; Fluorouracil; Leucovorin; Rats; Rats, Inbred F344; Time Factors"
24634849,2014,Scientia pharmaceutica,Journal Article,
21133701,2010,Biomarkers in medicine,Journal Article; Review,"Animals; Biomarkers, Pharmacological; Cardiovascular Agents; Decision Trees; Drug Discovery; Humans"
31612786,2019,"Leadership in health services (Bradford, England)",Journal Article,Humans; Leadership; Physicians; Social Identification
23418956,2013,Langmuir : the ACS journal of surfaces and colloids,Journal Article,
17379154,2007,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review; Systematic Review",Anticoagulants; Antifibrinolytic Agents; Aspirin; Dental Care for Chronically Ill; Humans; International Normalized Ratio; Mouthwashes; Prothrombin Time; Tranexamic Acid; Warfarin
37029999,2023,Environmental entomology,Journal Article,Animals; Diptera; Tephritidae; Washington; Crataegus; Larva; Acclimatization; Malus
35881609,2022,PloS one,Journal Article,Ethanol; Fermentation; Saccharomyces cerevisiae; Saccharomyces cerevisiae Proteins; Transcriptome
23486583,2013,Bulletin of experimental biology and medicine,Journal Article,"Animals; Granulocyte-Macrophage Colony-Stimulating Factor; Granuloma; Interleukin-1alpha; Macrophages; Male; Mice; Mice, Inbred BALB C; Mononuclear Phagocyte System; Tumor Necrosis Factor-alpha"
28341935,2017,AAPS PharmSciTech,Journal Article,Diterpenes; Drug Stability; Freeze Drying; Glycyrrhizic Acid; Nanoparticles; Powders; Solubility; Suspensions
21062816,2011,Nucleic acids research,"Journal Article; Research Support, Non-U.S. Gov't","Databases, Protein; Genes; Phenotype; Phylogeny; Protein Structure, Tertiary; Proteins; Sequence Analysis, Protein; Software"
26195483,2015,"Hypertension (Dallas, Tex. : 1979)","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Aldosterone; Animals; Baroreflex; Blood Pressure; Heart Rate; Kidney; Male; Muscle Contraction; Physical Conditioning, Animal; Rats; Rats, Sprague-Dawley; Reflex; Sodium Chloride, Dietary; Sympathetic Nervous System"
37253051,2023,The Journal of antimicrobial chemotherapy,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Humans; Neisseria gonorrhoeae; Anti-Bacterial Agents; Gentamicins; Peptide Elongation Factor G; Gonorrhea; Microbial Sensitivity Tests; Drug Resistance, Bacterial"
23335834,2012,Journal of magnetism and magnetic materials,Journal Article,
24063675,2013,Nederlands tijdschrift voor geneeskunde,Journal Article; Comment,"Colectomy; Colitis, Ulcerative; Humans; Ileostomy; Pouchitis"
27287818,2016,International urogynecology journal,Journal Article; Multicenter Study; Randomized Controlled Trial,Female; Humans; Patient Selection; Patient-Centered Care; Quality of Life; Research Design; Surveys and Questionnaires; Urinary Incontinence
3801908,1986,Brain research,Journal Article,"3,4-Dihydroxyphenylacetic Acid; Animals; Brain; Brain Chemistry; Conditioning, Classical; Dopamine; Endorphins; Homovanillic Acid; Male; Mice; Motor Activity; Stress, Psychological"
35456855,2022,Microorganisms,Editorial,
37855913,2023,Monoclonal antibodies in immunodiagnosis and immunotherapy,Journal Article,"Mice; Animals; Antibodies, Monoclonal; Subtilisins; Enzyme-Linked Immunosorbent Assay; Immunosuppressive Agents; Bacillus subtilis"
10559861,1999,Nature cell biology,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.","Animals; Brain; Cattle; Cell-Free System; Clathrin; Coated Pits, Cell-Membrane; Dimerization; Dynamin I; Dynamins; Endocytosis; GTP Phosphohydrolases; Humans; Kinetics; Liposomes; Microscopy, Electron; Nerve Tissue Proteins; Recombinant Proteins"
38043233,2024,Journal of colloid and interface science,Journal Article,
32669214,2020,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society,Journal Article,"Child; Coma; Female; Heart Arrest; Humans; Intensive Care Units, Pediatric; Male; Neurology; Practice Guidelines as Topic; Prognosis; Surveys and Questionnaires"
18222342,2008,Seminars in nephrology,Case Reports; Journal Article; Review,"Adult; Biopsy, Needle; Disease Progression; Female; Glomerular Mesangium; Glomerulonephritis, IGA; Hematuria; Humans; Male; Middle Aged; Nephrosis, Lipoid; Nephrotic Syndrome; Proteinuria"
2130030,1990,Hellenika stomatologika chronika. Hellenic stomatological annals,English Abstract; Journal Article,"Dentin; Humans; Microscopy, Electron, Scanning"
35779180,2022,Mikrochimica acta,"Journal Article; Research Support, Non-U.S. Gov't",Aminophenols; Carbon; Electrochemical Techniques; Iodides; Iodine; Nanospheres; Nitrophenols; Phenol; Phenols
9950225,1999,Parasitology research,"Journal Article; Research Support, Non-U.S. Gov't",Analysis of Variance; Animals; Bivalvia; Fresh Water; Gerbillinae; Giardia; Giardiasis; Humans; Regression Analysis; Sensitivity and Specificity
17925561,2007,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,Journal Article,"Antineoplastic Agents; Authorship; Biomedical Research; Clinical Trials as Topic; Conflict of Interest; Cross-Sectional Studies; Disclosure; Ethics, Research; Humans; Medical Oncology; Neoplasms; Periodicals as Topic; Publishing; Research Support as Topic; Time Factors"
33419324,2020,International journal of environmental research and public health,"Journal Article; Research Support, Non-U.S. Gov't",Housing; Japan; Reference Standards
23023845,2012,Journal of the American Pharmacists Association : JAPhA,Journal Article,"Awareness; Community Pharmacy Services; Diet; Guidelines as Topic; Health Behavior; Humans; Hypertension; Life Style; Patient Education as Topic; Pharmacists; Professional Role; Referral and Consultation; Sodium, Dietary"
35692867,2022,The Journal of supercomputing,Journal Article,
28031657,2016,"The International journal of angiology : official publication of the International College of Angiology, Inc",Case Reports; Journal Article,
36312186,2022,Frontiers in psychology,Journal Article,
25037513,2014,Seminars in perinatology,Journal Article; Review,"Cardiac Care Facilities; Coronary Angiography; Echocardiography; Exercise Test; Female; Fetus; Heart Diseases; Humans; Infant, Newborn; Magnetic Resonance Angiography; Pregnancy; Pregnancy Complications, Cardiovascular; Pregnancy, High-Risk; Radiation Dosage; Tomography, X-Ray Computed"
33803069,2021,"Antibiotics (Basel, Switzerland)",Journal Article,
23261168,2013,Atherosclerosis,"Journal Article; Research Support, Non-U.S. Gov't",Adult; Biomarkers; Blood Pressure; C-Reactive Protein; Coronary Disease; Cross-Sectional Studies; Diet; Humans; Insulin; Insulin Resistance; Myocardial Infarction; Portugal; Risk Factors; Spain; Triglycerides
27425616,2016,Cell reports,Journal Article,Action Potentials; Animals; Entorhinal Cortex; Hippocampus; Neurons; Rats; Theta Rhythm
30279472,2018,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't","Arabidopsis Proteins; Carboxy-Lyases; Cell Cycle Proteins; Hydrophobic and Hydrophilic Interactions; Models, Molecular; Mutagenesis, Site-Directed; Phosphoprotein Phosphatases; Protein Binding; Protein Multimerization; Recombinant Proteins; Saccharomyces cerevisiae; Saccharomyces cerevisiae Proteins; Synthetic Lethal Mutations"
34986147,2022,PLoS computational biology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Blood Flow Velocity; Computer Simulation; Diabetic Retinopathy; Erythrocytes; Hematocrit; Humans; Microaneurysm; Retinal Vessels; Thrombosis
9271727,1997,Journal of cardiac surgery,Journal Article,"Animals; Antibodies, Anti-Idiotypic; Aorta, Abdominal; Calcinosis; Chronic Disease; Disease Models, Animal; Endothelium, Vascular; Female; Follow-Up Studies; Graft Occlusion, Vascular; Graft Rejection; Immunoglobulin G; Male; Rats; Rats, Inbred Lew; Transplantation, Homologous"
29531235,2018,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Aluminum Silicates; Bentonite; Clay; Colloids; DNA; Liquid Crystals; Molecular Conformation; Nanostructures; Nucleic Acid Conformation; Soil
38244236,2024,Inflammatory bowel diseases,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Male; Female; Adult; Emulsifying Agents; Prospective Studies; Case-Control Studies; Middle Aged; Inflammatory Bowel Diseases; Australia; Polysorbates; Child; Colitis, Ulcerative; Adolescent; Young Adult; Crohn Disease; Lecithins; Polysaccharides, Bacterial; Carboxymethylcellulose Sodium; Aged; Dietary Exposure"
24340042,2013,PloS one,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Child; Child Health Services; Child, Preschool; Delivery of Health Care; Family Health; Female; Health Care Reform; Humans; Male; Patient-Centered Care; Risk Factors; United States"
17264479,2007,Chemical immunology and allergy,Journal Article; Review,"Animals; Brain; Endophthalmitis; Eye; Humans; Immune System; Immune Tolerance; Immunity, Innate; Immunity, Mucosal"
36091730,2022,Canadian medical education journal,Journal Article,
2085241,1990,Annales de medecine interne,Comparative Study; English Abstract; Journal Article,Drug Hypersensitivity; Humans; Hypotension; Plasma Exchange; Plasma Substitutes; Retrospective Studies; Shock
35083953,2022,Journal of sports sciences,Journal Article,Ankle Joint; Basketball; Biomechanical Phenomena; Humans; Lower Extremity; Male; Metatarsophalangeal Joint
10460133,1999,Journal of biomechanics,Comparative Study; Journal Article,"Algorithms; Arterial Occlusive Diseases; Arteries; Blood Flow Velocity; Blood Pressure; Blood Volume; Computer Simulation; Constriction, Pathologic; Hemorheology; Humans; Models, Cardiovascular; Pulsatile Flow; Regional Blood Flow; Reproducibility of Results"
26681582,2016,Mutagenesis,"Journal Article; Research Support, Non-U.S. Gov't","Cell Line, Tumor; Colorectal Neoplasms; Galectin 4; Gene Expression Regulation, Neoplastic; Genetic Predisposition to Disease; Haplotypes; Humans; Polymorphism, Single Nucleotide; Promoter Regions, Genetic; Up-Regulation"
17904194,2007,Bioorganic chemistry,"Journal Article; Research Support, Non-U.S. Gov't","Catalysis; Computational Biology; Isomerases; Isomerism; Keto Acids; Models, Chemical; Models, Molecular; Mutation; Pseudomonas putida; Quantum Theory; Substrate Specificity; Thermodynamics"
15168860,2004,Biotechnology letters,"Journal Article; Research Support, Non-U.S. Gov't","Amino Acid Sequence; Cloning, Molecular; Corynebacterium; DNA-Directed RNA Polymerases; Escherichia coli; Molecular Sequence Data; Molecular Weight; Protein Conformation; Recombinant Proteins; Sequence Homology, Amino Acid; Sigma Factor; Species Specificity"
12948475,2003,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,Case Reports; Journal Article,"Abscess; Adult; Anti-Bacterial Agents; Female; Humans; Pineal Gland; Pituitary Neoplasms; Postoperative Complications; Time Factors; Tomography, X-Ray Computed; Treatment Outcome"
15086480,2004,Kidney international,Comparative Study; Journal Article,Adolescent; Adult; Aging; Area Under Curve; Child; Creatinine; Female; Humans; Ketoses; Kidney Function Tests; Male; Middle Aged; Osmolar Concentration; Predictive Value of Tests; ROC Curve; Reference Values; Sensitivity and Specificity; Tryptophan
8644985,1996,Annals of internal medicine,Comparative Study; Journal Article,"Adolescent; Adult; Aged; Angiography; Bone and Bones; Female; Gastrinoma; Humans; Indium Radioisotopes; Liver Neoplasms; Magnetic Resonance Imaging; Male; Middle Aged; Octreotide; Pentetic Acid; Prospective Studies; Radionuclide Imaging; Receptors, Somatostatin; Sensitivity and Specificity; Tomography, X-Ray Computed; Zollinger-Ellison Syndrome"
27321765,2006,Nursing standard (Royal College of Nursing (Great Britain) : 1987),Journal Article,
34209731,2021,Journal of clinical medicine,Journal Article,
2839121,1988,Annals of the rheumatic diseases,"Journal Article; Research Support, Non-U.S. Gov't","Arthritis, Rheumatoid; B-Lymphocytes; Cells, Cultured; HLA Antigens; Herpesvirus 4, Human; Humans; Immunoglobulin M; Lymphocyte Activation; Lymphocytes; Rheumatoid Factor; T-Lymphocytes"
29454862,2018,"Methods (San Diego, Calif.)","Journal Article; Research Support, Non-U.S. Gov't; Review","Diffusion; Fluorescence; Fluorescent Dyes; Kinetics; Molecular Conformation; Spectrometry, Fluorescence; Time Factors"
17501699,2007,Expert opinion on investigational drugs,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",Animals; Antineoplastic Agents; Catalysis; Diterpenes; Humans; Neoplasms; Nicotiana
25959016,2015,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",
25766743,2014,"Cells, tissues, organs",Journal Article; Review,Animals; Cell Differentiation; Hair Follicle; Humans; Nerve Tissue; Nestin; Pluripotent Stem Cells; Spinal Cord Regeneration
38555235,2024,Urologic oncology,Journal Article,"Humans; Male; Prostatic Neoplasms, Castration-Resistant; Aged; Retrospective Studies; Middle Aged; Aged, 80 and over; Incidence; Androgen Antagonists; Prostate-Specific Antigen"
2398499,1990,Journal of molecular biology,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Centrifugation, Density Gradient; Chironomidae; Chromosomes; Diptera; Microscopy, Electron; RNA Precursors; Ribonuclease, Pancreatic; Ribonucleoproteins; Salivary Glands"
37710729,2023,Optics express,Journal Article,
26712827,2016,Journal of experimental botany,"Journal Article; Research Support, Non-U.S. Gov't","Cytosine; DNA Methylation; Gene Expression Regulation, Plant; Genes, Plant; Genome, Plant; MicroRNAs; Open Reading Frames; Populus; RNA, Long Noncoding; Reproducibility of Results; Stress, Physiological"
33839685,2021,The Journal of biological chemistry,"Journal Article; Research Support, Non-U.S. Gov't","Amino Acid Sequence; Archaeal Proteins; Binding Sites; Biocatalysis; Cloning, Molecular; Crystallography, X-Ray; Escherichia coli; Fructosephosphates; Gene Expression; Genetic Vectors; Glucokinase; Kinetics; Ligands; Methanosarcinales; Models, Molecular; Phosphofructokinases; Phosphotransferases (Alcohol Group Acceptor); Protein Binding; Protein Conformation, alpha-Helical; Protein Conformation, beta-Strand; Protein Interaction Domains and Motifs; Recombinant Proteins; Sequence Alignment; Sequence Homology, Amino Acid; Substrate Specificity"
15826745,2005,European urology,Comparative Study; Journal Article; Multicenter Study,"Adult; Age Distribution; Aged; Biopsy, Needle; Humans; Incidence; Male; Middle Aged; Odds Ratio; Palpation; Prevalence; Prostate; Prostate-Specific Antigen; Prostatic Neoplasms; Retrospective Studies; Risk Factors; Sicily; Ultrasonography"
31797659,2020,European journal of physical and rehabilitation medicine,Journal Article; Observational Study,Adolescent; Adult; Aged; Female; Humans; Male; Middle Aged; Orthotic Devices; Patient Compliance; Pressure Ulcer; Retrospective Studies; Self-Help Devices; Spinal Cord Injuries; Surveys and Questionnaires; Young Adult
21477617,2011,Neurotoxicology,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural","Age Factors; Aging; Animals; Animals, Newborn; Antimalarials; Artemisinins; Behavior, Animal; Brain Stem; Dose-Response Relationship, Drug; Drug Administration Schedule; Injections, Intramuscular; Maze Learning; Motor Activity; Necrosis; Neurologic Examination; Neurotoxicity Syndromes; Rats; Rats, Sprague-Dawley; Risk Assessment"
24521850,2014,Prehospital and disaster medicine,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.","Curriculum; Decontamination; Delivery of Health Care; Disaster Planning; Emergency Medical Services; Emergency Medical Technicians; Emergency Medicine; Humans; Mass Casualty Incidents; Models, Organizational; Nuclear Warfare; Nuclear Weapons; Radiation Injuries; Radioactive Hazard Release; Terrorism; Triage"
33341770,2020,Water science and technology : a journal of the International Association on Water Pollution Research,Journal Article; Review,Recycling; Surveys and Questionnaires; Wastewater; Water Purification; Water Resources
31786878,2019,Journal of B.U.ON. : official journal of the Balkan Union of Oncology,Journal Article,"Adolescent; Alleles; B-Lymphocytes; Biomarkers, Tumor; Cell Lineage; Child; Child, Preschool; Female; Folic Acid; Genetic Variation; Humans; Immunophenotyping; Infant; Male; Mercaptopurine; Methotrexate; Methylenetetrahydrofolate Reductase (NADPH2); Precursor Cell Lymphoblastic Leukemia-Lymphoma; Reduced Folate Carrier Protein; T-Lymphocytes; Tetrahydrofolate Dehydrogenase; Thymidylate Synthase"
37089396,2023,Heliyon,Journal Article,
32562553,2020,European journal of clinical investigation,Editorial,
25736209,2015,Plant physiology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Abscisic Acid; Biosynthetic Pathways; Chemical Fractionation; Ethylenes; Gene Expression Regulation, Plant; Germination; Lactuca; Mevalonic Acid; Plant Growth Regulators; Plant Proteins; Polyethylene Glycols; Proteomics; Seed Storage Proteins; Seeds; Temperature; Terpenes"
32234014,2020,The journal of physiological sciences : JPS,Journal Article,"Afferent Pathways; Animals; Atropine; Bronchodilator Agents; Electric Stimulation; Ganglionic Blockers; Hexamethonium; Lip; Male; Mouth; Parasympathetic Nervous System; Rats; Rats, Wistar; Temperature; Trigeminal Ganglion; Vasodilation"
7745786,1995,Masui. The Japanese journal of anesthesiology,English Abstract; Journal Article,"2,3-Diphosphoglycerate; Adenosine Triphosphate; Animals; Diphosphoglyceric Acids; Disease Models, Animal; Dogs; Erythrocyte Deformability; Oxygen; Oxygen Consumption; Shock, Hemorrhagic; Shock, Septic"
35102760,2022,Autism : the international journal of research and practice,Journal Article,Child; Humans; Multilingualism; Autistic Disorder; Autism Spectrum Disorder; Cognition; Social Class
12088096,2002,"Culture, medicine and psychiatry","Journal Article; Research Support, Non-U.S. Gov't","Adult; Ambulatory Care; Anecdotes as Topic; Child; Communication; Cost of Illness; Children with Disabilities; Emotions; Finland; Hospitals, University; Humans; Interview, Psychological; Leukemia; Parents; Professional-Patient Relations; Research Personnel; Self Disclosure; Social Work, Psychiatric"
31385000,2021,European journal of trauma and emergency surgery : official publication of the European Trauma Society,Journal Article; Randomized Controlled Trial,"Aged; Arthroplasty, Replacement, Knee; Biomarkers; Female; Gene Expression Profiling; Humans; Ischemia; Leg; Male; Muscle Fibers, Skeletal; Osteoarthritis, Knee; Tourniquets"
17117984,2006,FEMS microbiology ecology,"Journal Article; Research Support, Non-U.S. Gov't","Asparagus Plant; Fertilizers; Fusarium; Peptide Elongation Factor 1; Phosphates; Plant Components, Aerial; Plant Diseases; Plant Roots; Polymerase Chain Reaction; Soil; Soil Microbiology; Time Factors"
1253485,1976,Clinical orthopaedics and related research,Journal Article,"Adolescent; Adult; Athletic Injuries; Female; Humans; Knee; Knee Injuries; Ligaments, Articular; Male; Rupture"
8269934,1993,European journal of biochemistry,"Journal Article; Research Support, Non-U.S. Gov't","Amino Acid Sequence; Animals; Base Sequence; Biological Evolution; DNA; Molecular Sequence Data; Phylogeny; Platypus; Protamines; Sequence Homology, Amino Acid; Sequence Homology, Nucleic Acid; Tachyglossidae"
37549608,2023,Neural networks : the official journal of the International Neural Network Society,Journal Article,"Accidents, Traffic; Neural Networks, Computer"
33974850,2021,Current biology : CB,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Animals; Basal Ganglia; Cerebral Cortex; Finches; Learning; Male; Neuronal Plasticity; Vocalization, Animal"
12543233,2003,"Pharmacology, biochemistry, and behavior","Journal Article; Research Support, Non-U.S. Gov't","Adrenergic alpha-2 Receptor Antagonists; Adrenergic alpha-Antagonists; Animals; Brain Ischemia; Forelimb; Imidazoles; Male; Motor Skills; Rats; Rats, Wistar; Receptors, Adrenergic, alpha-2"
35541038,2018,RSC advances,Journal Article,
22426300,2012,The Pediatric infectious disease journal,"Journal Article; Research Support, Non-U.S. Gov't","Bacteremia; Child, Preschool; Community-Acquired Infections; Female; Humans; Infant; Italy; Male; Pneumococcal Vaccines; Pneumonia, Pneumococcal; Prevalence; Serotyping; Streptococcus pneumoniae"
7491973,1995,The American journal of physiology,"Journal Article; Research Support, U.S. Gov't, P.H.S.","4,4'-Diisothiocyanostilbene-2,2'-Disulfonic Acid; Bradykinin; Cells, Cultured; Chlorides; Cyclic AMP; Cystic Fibrosis Transmembrane Conductance Regulator; Epithelial Cells; Epithelium; Histamine; Humans; Isoproterenol; Temperature; Trachea; ortho-Aminobenzoates"
21075626,2011,Bioresource technology,Journal Article,"Bacteria, Aerobic; Biodegradation, Environmental; Computer Simulation; Models, Biological; Nitrogen; Organic Chemicals; Water Pollutants, Chemical; Water Purification"
21941403,2011,Journal of applied behavior analysis,Journal Article,"Accidents, Traffic; Bicycling; Cross-Sectional Studies; Female; Humans; Japan; Male; Motorcycles; Reinforcement, Psychology; Risk Assessment; Safety Management; Schools"
33224408,2020,The Pan African medical journal,Case Reports; Journal Article,Bone Neoplasms; Child; Female; Giant Cell Tumor of Bone; Humans; Maxillary Neoplasms
9297768,1997,Techniques in urology,Clinical Trial; Journal Article,Adult; Aged; Follow-Up Studies; Humans; Male; Middle Aged; Patient Satisfaction; Penile Implantation; Penile Induration; Penile Prosthesis; Treatment Outcome
14722626,2004,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,Journal Article,"Absorptiometry, Photon; Adult; Biomarkers; Bone Density; Bone Remodeling; Bone and Bones; Cross-Sectional Studies; Follow-Up Studies; Fractures, Bone; Humans; Incidence; Male; Paraplegia; Spinal Cord Injuries; Time Factors; Ultrasonography"
23776871,2013,Indian journal of endocrinology and metabolism,Case Reports; Journal Article,
37657259,2023,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,Journal Article; Review,"Humans; Female; Pregnancy; Diabetes Mellitus, Type 2; Tryptophan; Diabetes Mellitus, Type 1; Diabetes, Gestational; Homeostasis"
18338084,2008,Methods of information in medicine,"Journal Article; Research Support, Non-U.S. Gov't",Algorithms; Atrial Fibrillation; Computer Simulation; Finite Element Analysis; Heart Atria; Heart Conduction System; Humans; Reproducibility of Results
31869437,2020,Clinical pharmacology and therapeutics,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Administration, Oral; Adolescent; Adult; Aged; Aged, 80 and over; Anticoagulants; Antithrombins; Atrial Fibrillation; Cohort Studies; Dabigatran; Female; Hemorrhage; Humans; Longitudinal Studies; Male; Middle Aged; Pyrazoles; Pyridones; Rivaroxaban; Stroke; Warfarin; Young Adult"
27365493,2016,Heart (British Cardiac Society),Journal Article,"Adult; Area Under Curve; Cardiovascular Diseases; False Positive Reactions; Female; Gene Expression Profiling; Genetic Association Studies; Genetic Markers; Genetic Predisposition to Disease; Humans; Incidence; Male; Middle Aged; Phenotype; Polymorphism, Single Nucleotide; Predictive Value of Tests; Prospective Studies; ROC Curve; Reproducibility of Results; Risk Assessment; Risk Factors; Time Factors; United Kingdom"
36853551,2023,Digestive diseases and sciences,Journal Article,Humans; Treatment Outcome; Endoscopic Mucosal Resection; Traction; Retrospective Studies; Stomach Neoplasms
19994620,2009,Revista espanola de anestesiologia y reanimacion,Case Reports; English Abstract; Journal Article,"Child, Preschool; Female; Fluid Therapy; Humans; Hyponatremia; Male; Postoperative Complications"
23392549,2013,Nanoscale,"Journal Article; Research Support, Non-U.S. Gov't",Cations; Humans; Iron; Nanostructures; Silver
24503707,2014,Urologia internationalis,Journal Article,"Adolescent; Adult; Aged; Child; Child, Preschool; Endoscopy; Female; Humans; Infant; Intraoperative Complications; Kidney Calculi; Male; Middle Aged; Retrospective Studies; Severity of Illness Index; Treatment Outcome; Urologic Surgical Procedures; Young Adult"
